A(387,587)	X(196,388)	Y(575,378)	R(381,170)
4.381448831971438	-1.3022099334614916	-3.96076430850363	4.169341029266138
4.57903836811141	-1.9970167864261075	-4.8331291108154035	5.229456285989869
2.0386040078420153	-2.0717287637729696	4.248162123006841	4.726408942738056
4.797832237732051	0.060295648009576264	-5.253231469265523	5.253577489183014
0.10414202290250076	5.6187075401783	-0.2857180811101805	5.625967405160624
0.11267133503380201	5.541126465143051	0.9197507322650254	5.616940796573414
4.390980088300497	-0.6595558902740367	-4.295411503375649	4.3457535544168895
5.282380033314075	3.138964829254684	-4.960331900822052	5.870093079808087
2.432331351838372	-4.229725543743615	3.2311746634236647	5.322693667772761
6.064794052316568	5.089911889762404	-1.7183402696011365	5.372140758364173
2.3030835224416677	-2.9801843673010446	3.7612008157257337	4.798763428147032
3.8290868892052803	-2.9193621103416003	-2.1474107130265185	3.6240927004864574
0.6442014380489712	4.340411626569018	3.2275360595527633	5.4088965698901
3.5478474009924255	-4.160722521835424	-2.6146000302875	4.914035533254508
1.3997088354158906	1.0157122428713818	5.398942419691222	5.49365548714698
3.912209896015322	-3.833417560108007	-4.268398661946606	5.737100079957818
1.1955930139625137	2.1609951540264882	5.186701684577057	5.618876615527381
4.3251417302191415	-1.5286024515901817	-5.999856087469113	6.191518273036727
1.415001796685731	-0.7744668200134175	5.7390454601334575	5.791065674707906
5.383938318177346	3.5712436627437927	-5.234036375163543	6.336317390663351
4.836956320412896	0.1960633785636557	-6.009031591471063	6.012229329933369
0.2526949088895863	6.310156393266976	-1.696553025539354	6.534245624091188
0.32194325610743957	5.4228663246892586	1.0646722265764705	5.52639178175888
5.708246206740287	3.9448975536359634	-2.337893316626749	4.585625570040693
6.123784562742795	4.083390106541241	-0.9122981757000653	4.184060554483474
2.667596144306999	-2.9995208646935527	2.5114928498053084	3.9121249663520654
4.347481218631887	-0.8209194032783211	-4.575083203127403	4.648149629929886
1.9640969221276703	-0.3406860026357714	3.5041420330623607	3.5206644742528868
0.4159055282273802	3.6461501344837797	1.829997965398866	4.079620491732053
1.3354336621951548	2.3307451494274556	5.159222722360844	5.661267707016163
5.8874577809821504	6.008169600181114	-1.7492630470503425	6.257637186056439
2.971279904568567	-4.611073249810062	0.643104823298559	4.655704063711932
2.564833174691809	-5.40802815845782	4.623566878141071	7.1150642470265755
6.051875853080671	4.056523837122745	-0.1519416229096886	4.059368411208506
1.813574334343646	-0.6262373295901836	5.912213386598941	5.945287236261336
4.311829141192184	-2.0151269630271305	-3.49559883242258	4.03484174093025
1.9072509474250388	-1.4762918137022236	3.6197276636454854	3.909202716432675
0.988837711426921	3.4594652047450447	4.722262823818507	5.853859041697197
4.749983790298049	-0.7382921179504152	-4.925601591383505	4.980625090133509
5.469845219118505	3.9441279182958757	-4.0708474365906095	5.668151717083559
